id,event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source,is_add_to_cart,is_order_placed
27798,2020-11-15T14:21:00.000+05:30,android,E01855,D7481,J1397,google,true,
31110,2020-11-15T15:39:00.000+05:30,android,B58444,D7655,H6879,facebook,,
18083,2020-11-15T10:23:00.000+05:30,android,F39900,D7672,H987,linkedin,,
5957,2020-11-15T02:42:00.000+05:30,android,J30352,D7821,B4970,linkedin,,true
30417,2020-11-15T15:25:00.000+05:30,android,I28750,D7875,E337,google,true,
43050,2020-11-15T19:47:00.000+05:30,android,H04205,D9038,I8223,youtube,true,true
41042,2020-11-15T19:15:00.000+05:30,android,F53766,D9242,B04035,facebook,true,
36223,2020-11-15T17:36:00.000+05:30,android,G34611,D9294,B27648,linkedin,,true
40951,2020-11-15T19:13:00.000+05:30,android,H66144,E0141,I4704,google,,
10411,2020-11-15T07:40:00.000+05:30,android,F15941,E0147,J3053,google,,true
730,2020-11-15T00:10:00.000+05:30,android,D88241,E0266,E1184,facebook,,
23758,2020-11-15T12:32:00.000+05:30,android,J72569,E2450,E0001,google,,
32750,2020-11-15T16:11:00.000+05:30,android,B03694,E2591,C1260,youtube,,true
29505,2020-11-15T15:04:00.000+05:30,android,I95778,E2611,J265,google,true,true
12825,2020-11-15T08:44:00.000+05:30,android,F4373,E3183,G0700,linkedin,true,
43723,2020-11-15T19:59:00.000+05:30,android,H87547,E3294,B13763,facebook,true,
7748,2020-11-15T05:44:00.000+05:30,android,H12014,E362,B08691,youtube,,
22948,2020-11-15T12:10:00.000+05:30,android,D28058,E406,I9057,google,true,
37920,2020-11-15T18:11:00.000+05:30,android,H16926,E4169,D4443,google,,
22908,2020-11-15T12:09:00.000+05:30,android,B17414,E4892,E6142,youtube,true,true
9316,2020-11-15T07:06:00.000+05:30,android,G33248,E4954,B07282,facebook,true,
49284,2020-11-15T21:27:00.000+05:30,android,J83958,E4991,F2280,google,,true
12087,2020-11-15T08:26:00.000+05:30,android,G52532,E5059,H5754,youtube,true,true
18954,2020-11-15T10:41:00.000+05:30,android,J7444,E594,F9680,youtube,,
4285,2020-11-15T01:22:00.000+05:30,android,I46958,E6290,C1661,linkedin,,
22043,2020-11-15T11:50:00.000+05:30,android,J48489,E6414,E6870,linkedin,true,
27315,2020-11-15T14:08:00.000+05:30,android,C10659,E6494,F8248,google,,true
9516,2020-11-15T07:12:00.000+05:30,android,I05735,E7376,I8013,linkedin,true,
7112,2020-11-15T04:43:00.000+05:30,android,J21451,E7901,B18050,youtube,,
7006,2020-11-15T04:32:00.000+05:30,android,J21451,E7901,B7811,youtube,,
20831,2020-11-15T11:23:00.000+05:30,android,B009599,E8007,J8075,google,true,
37627,2020-11-15T18:07:00.000+05:30,android,J09006,E8305,E4104,facebook,,
28307,2020-11-15T14:35:00.000+05:30,android,H87329,E8962,F8781,youtube,true,true
43045,2020-11-15T19:47:00.000+05:30,android,J24789,E9106,B13560,facebook,true,true
196,2020-11-15T00:02:00.000+05:30,android,E8271,E9550,B05880,facebook,true,true
3336,2020-11-15T00:58:00.000+05:30,android,B55507,E9641,F7911,google,,true
30775,2020-11-15T15:32:00.000+05:30,android,G45399,E9802,H2955,linkedin,,true
1337,2020-11-15T00:20:00.000+05:30,android,D88395,F0668,H3025,facebook,true,
23898,2020-11-15T12:36:00.000+05:30,android,B086664,F0854,B26936,youtube,true,
32694,2020-11-15T16:10:00.000+05:30,android,F34019,F1967,G8622,google,,true
293,2020-11-15T00:03:00.000+05:30,android,G45093,F2946,F8320,google,true,
45513,2020-11-15T20:33:00.000+05:30,android,D12509,F3416,F8320,google,,true
8306,2020-11-15T06:23:00.000+05:30,android,H87516,F3521,J383,linkedin,true,true
44299,2020-11-15T20:10:00.000+05:30,android,I51802,F3899,D4482,google,true,
12740,2020-11-15T08:42:00.000+05:30,android,D67401,F4659,I0812,facebook,,true
36881,2020-11-15T17:53:00.000+05:30,android,F74442,F4760,E25,google,,true
22587,2020-11-15T12:01:00.000+05:30,android,E78116,F4923,F1833,youtube,,
14753,2020-11-15T09:22:00.000+05:30,android,B041605,F5075,D1935,google,true,
24580,2020-11-15T12:56:00.000+05:30,android,J65427,F5291,C7231,linkedin,true,true
8604,2020-11-15T06:36:00.000+05:30,android,D18588,F6003,J6832,linkedin,true,true
27037,2020-11-15T14:01:00.000+05:30,android,B002656,F7527,E1522,linkedin,true,
3617,2020-11-15T01:04:00.000+05:30,android,B2562,F7842,B4088,google,true,
28646,2020-11-15T14:44:00.000+05:30,android,C90860,F9086,B18910,linkedin,,
30815,2020-11-15T15:33:00.000+05:30,android,G55697,F9298,C839,linkedin,,
45682,2020-11-15T20:36:00.000+05:30,android,F5982,F9669,H467,linkedin,true,true
33238,2020-11-15T16:25:00.000+05:30,android,H15950,F968,B9148,linkedin,,
22809,2020-11-15T12:06:00.000+05:30,android,H80277,G0178,B0379,google,true,
28305,2020-11-15T14:35:00.000+05:30,android,H31138,G1579,B6703,linkedin,,
38029,2020-11-15T18:13:00.000+05:30,android,E46157,G1579,C715,youtube,true,
41906,2020-11-15T19:30:00.000+05:30,android,B028598,G1680,D811,google,,
1380,2020-11-15T00:21:00.000+05:30,android,I37830,G1688,F3124,youtube,true,true
44516,2020-11-15T20:14:00.000+05:30,android,I99878,G207,F0396,google,,
30495,2020-11-15T15:26:00.000+05:30,android,D48582,G2204,B4563,facebook,true,
28642,2020-11-15T14:44:00.000+05:30,android,H18675,G2468,I3751,youtube,true,
10163,2020-11-15T07:31:00.000+05:30,android,J9550,G3119,B31779,pinterest,true,
5242,2020-11-15T02:00:00.000+05:30,android,D08777,G4298,G0335,linkedin,true,
31960,2020-11-15T15:55:00.000+05:30,android,J35425,G4657,B17986,google,true,
29263,2020-11-15T14:57:00.000+05:30,android,B071204,G529,D2821,youtube,,
4110,2020-11-15T01:18:00.000+05:30,android,C2419,G6278,E9461,google,,
47652,2020-11-15T21:03:00.000+05:30,android,E59543,G6463,B0991,facebook,,
24167,2020-11-15T12:45:00.000+05:30,android,D31081,G6576,B30934,youtube,true,true
17914,2020-11-15T10:21:00.000+05:30,android,H47909,G6662,C4920,linkedin,true,true
48104,2020-11-15T21:09:00.000+05:30,android,H92966,G7761,J9782,youtube,,true
32402,2020-11-15T16:04:00.000+05:30,android,D10129,G7861,C9505,youtube,,
35644,2020-11-15T17:22:00.000+05:30,android,J74390,G8062,E8516,linkedin,true,true
49169,2020-11-15T21:25:00.000+05:30,android,B97372,G8140,E4033,youtube,true,true
15372,2020-11-15T09:35:00.000+05:30,android,H61185,G8560,B10662,facebook,,
17999,2020-11-15T10:22:00.000+05:30,android,B95280,G9086,J7618,linkedin,true,true
33944,2020-11-15T16:41:00.000+05:30,android,B72494,G939,G8444,google,,true
16840,2020-11-15T10:03:00.000+05:30,android,H25331,G9455,D2354,google,true,
1909,2020-11-15T00:29:00.000+05:30,android,C26636,H0230,I860,google,true,
40859,2020-11-15T19:12:00.000+05:30,android,E73479,H0490,G99,linkedin,true,
44477,2020-11-15T20:13:00.000+05:30,android,B86391,H0982,G5267,youtube,true,
23949,2020-11-15T12:38:00.000+05:30,android,I75002,H1600,B16639,youtube,true,
13041,2020-11-15T08:49:00.000+05:30,android,C58997,H2082,H4735,linkedin,true,true
44980,2020-11-15T20:24:00.000+05:30,android,C49729,H2359,B18458,youtube,true,
12189,2020-11-15T08:29:00.000+05:30,android,J37007,H2431,B32635,facebook,true,true
20793,2020-11-15T11:22:00.000+05:30,android,D34925,H2743,E25,youtube,,
2038,2020-11-15T00:30:00.000+05:30,android,B034514,H297,B32031,facebook,true,
40383,2020-11-15T19:03:00.000+05:30,android,B87991,H3189,D7283,google,true,true
37895,2020-11-15T18:11:00.000+05:30,android,G18682,H362,B0379,youtube,true,true
49734,2020-11-15T21:35:00.000+05:30,android,J02113,H4546,E8747,youtube,,
34525,2020-11-15T16:56:00.000+05:30,android,B81184,H5227,I7079,youtube,,
40767,2020-11-15T19:10:00.000+05:30,android,G61209,H5767,E5537,youtube,,
9107,2020-11-15T06:57:00.000+05:30,android,I34132,H6810,B18458,facebook,true,true
19002,2020-11-15T10:42:00.000+05:30,android,I66176,H691,I9360,facebook,true,
36340,2020-11-15T17:39:00.000+05:30,android,J40570,H7287,B27648,google,true,
49411,2020-11-15T21:29:00.000+05:30,android,B016801,H7493,B01742,youtube,true,
14586,2020-11-15T09:19:00.000+05:30,android,J21669,H7654,B528,google,,true
23561,2020-11-15T12:27:00.000+05:30,android,I42089,H7917,F4180,youtube,true,true
7500,2020-11-15T05:19:00.000+05:30,android,G41749,H8317,D7750,google,true,
4925,2020-11-15T01:46:00.000+05:30,android,B003641,H8496,B20956,youtube,true,
47789,2020-11-15T21:05:00.000+05:30,android,H58833,H8815,C6512,youtube,true,
14268,2020-11-15T09:14:00.000+05:30,android,F9266,H9118,B21465,google,true,
31336,2020-11-15T15:43:00.000+05:30,android,E58724,H9396,I4704,youtube,true,
13097,2020-11-15T08:50:00.000+05:30,android,E47849,I0228,E035,google,,true
19597,2020-11-15T10:56:00.000+05:30,android,J42248,I0576,B25501,linkedin,true,
11310,2020-11-15T08:05:00.000+05:30,android,E51569,I1081,B10662,linkedin,,
20697,2020-11-15T11:19:00.000+05:30,android,E38585,I1084,C1137,youtube,,true
2123,2020-11-15T00:32:00.000+05:30,android,E52215,I2759,I8090,youtube,,true
2346,2020-11-15T00:35:00.000+05:30,android,E52215,I2759,J2047,linkedin,true,true
25004,2020-11-15T13:08:00.000+05:30,android,C22303,I3620,B29671,google,true,true
42775,2020-11-15T19:42:00.000+05:30,android,G13096,I3621,E0001,youtube,,
2434,2020-11-15T00:37:00.000+05:30,android,G41675,I3797,B07905,facebook,,true
2995,2020-11-15T00:49:00.000+05:30,android,B087462,I4256,B14129,facebook,,
29609,2020-11-15T15:06:00.000+05:30,android,C99115,I4832,F9211,google,true,true
1284,2020-11-15T00:19:00.000+05:30,android,I73910,I5979,I6136,linkedin,true,true
40867,2020-11-15T19:12:00.000+05:30,android,H04815,I6165,C4133,youtube,true,true
549,2020-11-15T00:08:00.000+05:30,android,C28256,I6357,B27687,youtube,,true
32918,2020-11-15T16:17:00.000+05:30,android,J18653,I8353,B891,facebook,true,true
44584,2020-11-15T20:16:00.000+05:30,android,G10352,I9223,B13763,youtube,,
1333,2020-11-15T00:20:00.000+05:30,android,E27210,I9954,E291,linkedin,,
39607,2020-11-15T18:45:00.000+05:30,android,E39890,J011,B06866,google,,true
23113,2020-11-15T12:15:00.000+05:30,android,J04045,J0146,I2475,google,,true
48430,2020-11-15T21:14:00.000+05:30,android,D14444,J0971,B09453,google,,
43798,2020-11-15T20:00:00.000+05:30,android,F4226,J1744,H8467,google,true,
5027,2020-11-15T01:51:00.000+05:30,android,E74246,J2484,H7043,linkedin,,true
13284,2020-11-15T08:54:00.000+05:30,android,H72313,J537,G8968,linkedin,true,
43137,2020-11-15T19:48:00.000+05:30,android,B41575,B0401,B13066,google,,
43142,2020-11-15T19:48:00.000+05:30,android,C13270,B0576,G9585,google,true,
10671,2020-11-15T07:48:00.000+05:30,android,B031568,B1519,J240,google,true,true
4592,2020-11-15T01:33:00.000+05:30,android,B54508,B1794,D031,google,,
36678,2020-11-15T17:47:00.000+05:30,android,I65446,B186,D4669,facebook,,true
18517,2020-11-15T10:32:00.000+05:30,android,B078839,B2184,C1483,google,true,
32953,2020-11-15T16:18:00.000+05:30,android,B68443,B317,C546,youtube,true,true
40479,2020-11-15T19:05:00.000+05:30,android,B03810,B3176,B13763,youtube,,
27350,2020-11-15T14:09:00.000+05:30,android,B064442,B3846,B14921,linkedin,true,true
3525,2020-11-15T01:02:00.000+05:30,android,H4082,B4593,I0771,youtube,true,true
1573,2020-11-15T00:24:00.000+05:30,android,D95792,B4689,B04035,youtube,true,true
16244,2020-11-15T09:51:00.000+05:30,android,H13498,B4723,I3050,google,,
27767,2020-11-15T14:21:00.000+05:30,android,F03103,B5018,B3552,facebook,true,true
39023,2020-11-15T18:33:00.000+05:30,android,E02405,B6171,B23109,facebook,,true
12782,2020-11-15T08:43:00.000+05:30,android,E14158,B6184,C2105,google,true,
48698,2020-11-15T21:18:00.000+05:30,android,B1002,B6224,G9585,youtube,true,
3901,2020-11-15T01:12:00.000+05:30,android,G84449,B7058,D155,youtube,true,true
15007,2020-11-15T09:28:00.000+05:30,android,F48076,B8439,D6253,google,true,
38863,2020-11-15T18:30:00.000+05:30,android,G54887,B8875,C2064,linkedin,,true
18433,2020-11-15T10:30:00.000+05:30,android,H01756,B9019,B17580,facebook,,true
44452,2020-11-15T20:13:00.000+05:30,android,J91492,B9189,D031,youtube,,
30113,2020-11-15T15:17:00.000+05:30,android,J22269,B9779,I7455,google,,
21586,2020-11-15T11:40:00.000+05:30,android,C73989,C1851,H6224,google,,
43379,2020-11-15T19:53:00.000+05:30,android,B44806,C1917,E4556,facebook,true,true
14092,2020-11-15T09:10:00.000+05:30,android,I68683,C2232,B684,facebook,,true
19246,2020-11-15T10:48:00.000+05:30,android,C72407,C2399,H2955,youtube,true,true
36736,2020-11-15T17:49:00.000+05:30,android,D71669,C4346,H8603,google,,
42862,2020-11-15T19:44:00.000+05:30,android,B047607,C5343,B26564,facebook,,true
48121,2020-11-15T21:09:00.000+05:30,android,J66844,C5496,C715,facebook,,true
49064,2020-11-15T21:23:00.000+05:30,android,H56960,C5976,F4546,youtube,true,true
34654,2020-11-15T16:58:00.000+05:30,android,F87303,C6902,E25,google,true,true
2230,2020-11-15T00:33:00.000+05:30,android,I42421,C7275,I2763,youtube,,
32460,2020-11-15T16:05:00.000+05:30,android,H63993,C7617,I860,youtube,true,
18727,2020-11-15T10:36:00.000+05:30,android,B3397,C767,D4687,youtube,true,
15108,2020-11-15T09:30:00.000+05:30,android,G46284,D0667,J6748,youtube,,
38207,2020-11-15T18:17:00.000+05:30,android,F68713,D1162,B04035,youtube,true,
43920,2020-11-15T20:02:00.000+05:30,android,H10369,D1286,H4738,youtube,,
19106,2020-11-15T10:45:00.000+05:30,android,E65741,D1799,H9314,google,true,
41665,2020-11-15T19:26:00.000+05:30,android,B32924,D2237,B13763,linkedin,true,true
41187,2020-11-15T19:18:00.000+05:30,android,B50693,D3203,G6281,youtube,true,true
16482,2020-11-15T09:57:00.000+05:30,android,E00297,D467,H1978,youtube,true,true
26036,2020-11-15T13:37:00.000+05:30,android,J64858,D5221,E592,linkedin,true,
14654,2020-11-15T09:20:00.000+05:30,android,G8631,D5272,C8034,facebook,true,
29978,2020-11-15T15:14:00.000+05:30,android,C46333,D5548,B05243,linkedin,,true
1335,2020-11-15T00:20:00.000+05:30,android,C72000,D5852,I860,youtube,true,
31751,2020-11-15T15:51:00.000+05:30,android,E46860,D5855,B03791,facebook,true,
3514,2020-11-15T01:02:00.000+05:30,android,E37288,D5937,E9081,linkedin,true,
29936,2020-11-15T15:13:00.000+05:30,android,B031105,D6432,I9479,linkedin,,true
8224,2020-11-15T06:19:00.000+05:30,android,D3911,D6738,J2499,youtube,,true
47898,2020-11-15T21:07:00.000+05:30,android,G99019,D7367,B12842,google,true,
21712,2020-11-15T11:43:00.000+05:30,android,E86095,D7609,B18458,facebook,,
40435,2020-11-15T19:04:00.000+05:30,android,H45943,D8195,C7147,linkedin,,true
10816,2020-11-15T07:53:00.000+05:30,android,G36962,E0559,G8968,linkedin,,true
13983,2020-11-15T09:08:00.000+05:30,android,B025472,E1248,E2490,youtube,true,
33006,2020-11-15T16:19:00.000+05:30,android,F74259,E2873,D9606,facebook,,
34724,2020-11-15T17:00:00.000+05:30,android,B32610,E3200,C4920,linkedin,true,true
2991,2020-11-15T00:49:00.000+05:30,android,J94271,E326,D5650,pinterest,,
9297,2020-11-15T07:05:00.000+05:30,android,D69223,E4503,B10662,google,,true
17269,2020-11-15T10:10:00.000+05:30,android,G87492,E4870,B18458,facebook,,
40829,2020-11-15T19:11:00.000+05:30,android,B97875,E5759,B13763,facebook,,
14414,2020-11-15T09:16:00.000+05:30,android,G95576,E759,B01063,linkedin,true,true
8475,2020-11-15T06:31:00.000+05:30,android,I98540,E7871,J5847,youtube,true,true
7992,2020-11-15T06:06:00.000+05:30,android,H45629,E8148,C6970,google,true,true
26639,2020-11-15T13:51:00.000+05:30,android,G1655,E8158,C0331,google,true,true
44890,2020-11-15T20:22:00.000+05:30,android,B021718,E8234,B13763,facebook,true,true
30148,2020-11-15T15:18:00.000+05:30,android,E40774,E8335,I6853,google,true,
6789,2020-11-15T04:03:00.000+05:30,android,B00266,E9468,E9810,youtube,true,true
21856,2020-11-15T11:46:00.000+05:30,android,F71686,E9643,C8034,linkedin,true,
48994,2020-11-15T21:22:00.000+05:30,android,B12167,E9854,B14702,linkedin,true,true
4557,2020-11-15T01:32:00.000+05:30,android,H10602,F1546,J1597,facebook,,
19996,2020-11-15T11:04:00.000+05:30,android,J76245,F1570,B10363,google,true,true
44463,2020-11-15T20:13:00.000+05:30,android,H88092,F1580,F3477,facebook,,true
42138,2020-11-15T19:34:00.000+05:30,android,J54286,F2181,B7238,linkedin,,true
4263,2020-11-15T01:22:00.000+05:30,android,J37356,F2744,D913,linkedin,,true
37752,2020-11-15T18:08:00.000+05:30,android,D74266,F3035,B13763,google,true,true
15316,2020-11-15T09:34:00.000+05:30,android,B93117,F3237,J2183,youtube,,
34537,2020-11-15T16:56:00.000+05:30,android,F37962,F3432,B04035,google,true,
31669,2020-11-15T15:49:00.000+05:30,android,J17900,F3535,B03394,linkedin,,
41606,2020-11-15T19:25:00.000+05:30,android,E04355,F391,D2613,linkedin,true,true
42792,2020-11-15T19:43:00.000+05:30,android,E04355,F391,I1427,facebook,,true
46845,2020-11-15T20:53:00.000+05:30,android,H36844,F4150,B22534,google,true,
28612,2020-11-15T14:43:00.000+05:30,android,H35505,F4192,I0239,facebook,true,true
14968,2020-11-15T09:27:00.000+05:30,android,J73647,F4948,B28861,google,true,true
39890,2020-11-15T18:52:00.000+05:30,android,F761,F5492,B6243,linkedin,true,true
41641,2020-11-15T19:26:00.000+05:30,android,F99451,F6827,B24264,youtube,,true
40448,2020-11-15T19:04:00.000+05:30,android,H71466,F7370,B0879,google,true,
35456,2020-11-15T17:17:00.000+05:30,android,D98097,F7607,J3849,google,,
49072,2020-11-15T21:24:00.000+05:30,android,D02602,F9046,H4081,google,true,
45065,2020-11-15T20:25:00.000+05:30,android,E2093,F9277,F1227,facebook,true,true
29275,2020-11-15T14:58:00.000+05:30,android,D029,F930,B02533,google,true,
42320,2020-11-15T19:36:00.000+05:30,android,D66402,G1,B04035,linkedin,true,
19908,2020-11-15T11:03:00.000+05:30,android,J43114,G1100,F4319,linkedin,,
13898,2020-11-15T09:07:00.000+05:30,android,B06395,G2214,C1137,facebook,,true
2965,2020-11-15T00:48:00.000+05:30,android,B88876,G2266,J3947,google,true,
13391,2020-11-15T08:56:00.000+05:30,android,D05417,G2653,D500,linkedin,true,true
1065,2020-11-15T00:16:00.000+05:30,android,G06566,G2928,C0944,google,,true
24077,2020-11-15T12:41:00.000+05:30,android,D23385,G3933,J6950,linkedin,,true
6597,2020-11-15T03:40:00.000+05:30,android,G84068,G4073,B01553,youtube,,true
26869,2020-11-15T13:57:00.000+05:30,android,D19994,G4163,F7035,facebook,true,true
8999,2020-11-15T06:53:00.000+05:30,android,E85528,G4289,B30778,google,true,
6709,2020-11-15T03:56:00.000+05:30,android,H87956,G4324,H1406,google,true,true
29617,2020-11-15T15:06:00.000+05:30,android,B006288,G4655,B03394,google,,
7725,2020-11-15T05:42:00.000+05:30,android,B02031,G5051,B10399,youtube,true,
43135,2020-11-15T19:48:00.000+05:30,android,B046035,G5804,B13763,linkedin,,
11484,2020-11-15T08:10:00.000+05:30,android,F25950,G598,B26885,google,,true
41179,2020-11-15T19:18:00.000+05:30,android,G76693,G6555,B6627,facebook,true,
25626,2020-11-15T13:26:00.000+05:30,android,G94908,G7008,I3926,linkedin,true,
441,2020-11-15T00:06:00.000+05:30,android,D62124,G7011,B00779,google,,true
15698,2020-11-15T09:42:00.000+05:30,android,J06007,G7474,B18982,linkedin,true,true
5749,2020-11-15T02:29:00.000+05:30,android,I8395,G806,B08106,google,,
46635,2020-11-15T20:51:00.000+05:30,android,G17714,G8310,I4951,youtube,,true
2729,2020-11-15T00:43:00.000+05:30,android,J30828,H0307,E035,facebook,,
12234,2020-11-15T08:30:00.000+05:30,android,D89670,H1502,B08838,google,,
35527,2020-11-15T17:19:00.000+05:30,android,J19635,H1592,B19516,facebook,,
40195,2020-11-15T18:59:00.000+05:30,android,G56376,H2219,F0396,youtube,true,
49329,2020-11-15T21:28:00.000+05:30,android,B12670,H2624,I410,youtube,,
8989,2020-11-15T06:52:00.000+05:30,android,C47651,H3679,B13387,facebook,,true
29523,2020-11-15T15:04:00.000+05:30,android,G57264,H480,H0965,linkedin,true,
22813,2020-11-15T12:06:00.000+05:30,android,F83592,H5028,D2821,linkedin,,
39361,2020-11-15T18:41:00.000+05:30,android,J81845,H5557,G3855,facebook,true,true
15589,2020-11-15T09:40:00.000+05:30,android,B23961,H6305,B00477,youtube,,true
13967,2020-11-15T09:08:00.000+05:30,android,D6854,H6450,D5650,google,,true
41387,2020-11-15T19:21:00.000+05:30,android,E10848,H6856,B13763,google,,
18870,2020-11-15T10:39:00.000+05:30,android,I66176,H691,B17986,google,,
27401,2020-11-15T14:11:00.000+05:30,android,H28302,H8009,B06866,youtube,,
32334,2020-11-15T16:02:00.000+05:30,android,I88746,H8219,I4221,youtube,,true
35396,2020-11-15T17:16:00.000+05:30,android,I06442,H9310,E8747,google,,
14947,2020-11-15T09:26:00.000+05:30,android,J90591,H9644,B11376,linkedin,,true
6049,2020-11-15T02:50:00.000+05:30,android,B052588,I0374,D4482,youtube,true,true
25268,2020-11-15T13:16:00.000+05:30,android,E36541,I0676,D1638,linkedin,true,true
38500,2020-11-15T18:22:00.000+05:30,android,E37710,I0932,E8396,youtube,,true
49897,2020-11-15T21:38:00.000+05:30,android,B041108,I0932,F9671,facebook,,
3574,2020-11-15T01:03:00.000+05:30,android,D13812,I238,E155,youtube,true,true
3228,2020-11-15T00:55:00.000+05:30,android,I16839,I299,E1416,google,true,true
1670,2020-11-15T00:25:00.000+05:30,android,B58489,I4078,J19,youtube,,
2677,2020-11-15T00:42:00.000+05:30,android,H68281,I5756,I0771,google,,
