id,event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source,is_add_to_cart,is_order_placed
34852,11/15/2020 17:03,android,B000669,F8535,H7113,google,,
47303,11/15/2020 20:59,android,B000685,E0679,C121,facebook,,TRUE
39932,11/15/2020 18:53,android,B000752,I2829,H1406,youtube,,
39835,11/15/2020 18:51,android,B000752,I2829,I9921,google,TRUE,TRUE
15970,11/15/2020 9:47,android,B000796,G5319,B02637,linkedin,,TRUE
20282,11/15/2020 11:10,android,B000844,J862,C1137,YOUTUBE,TRUE,TRUE
28446,11/15/2020 14:39,android,B000847,F5021,B17580,google,,TRUE
28428,11/15/2020 14:39,android,B000847,F5021,G0796,Google,,TRUE
28437,11/15/2020 14:39,android,B000847,F5021,G0796,youtube,,
28427,11/15/2020 14:39,android,B000847,F5021,G4835,linkedin,TRUE,TRUE
28431,11/15/2020 14:39,android,B000847,F5021,G4835,YOUTUBE,TRUE,
29139,11/15/2020 14:55,android,B000847,F5021,H6404,LinkedIn,TRUE,TRUE
29223,11/15/2020 14:56,android,B00099,B7690,B20608,youtube,,
29224,11/15/2020 14:57,android,B00099,B7690,C9420,Youtube,TRUE,TRUE
41401,11/15/2020 19:22,android,B001010,D2469,B13763,YOUTUBE,TRUE,
2756,11/15/2020 0:43,android,B001058,H4260,I3050,Youtube,,TRUE
3077,11/15/2020 0:51,android,B001058,H4260,I3050,Google,TRUE,TRUE
13642,11/15/2020 9:02,android,B001061,H6011,C1931,FACEBOOK,,
39586,11/15/2020 18:45,android,B001115,D4900,C8621,Google,,
29518,11/15/2020 15:04,android,B001152,I8949,I705,YOUTUBE,,
38072,11/15/2020 18:14,android,B001220,C3343,B06866,youtube,,
37191,11/15/2020 17:59,android,B001265,I3863,B04035,linkedin,TRUE,
41742,11/15/2020 19:28,android,B001338,F22,B18262,LinkedIn,TRUE,
41728,11/15/2020 19:28,android,B001338,F22,B3552,Youtube,TRUE,
41985,11/15/2020 19:32,android,B001338,F22,B3552,FACEBOOK,TRUE,
40920,11/15/2020 19:13,android,B001338,F22,B9282,FACEBOOK,,TRUE
40583,11/15/2020 19:07,android,B001338,F22,H7658,YOUTUBE,,TRUE
40735,11/15/2020 19:10,android,B001338,F22,H7658,GOOGLE,TRUE,
40837,11/15/2020 19:11,android,B001338,F22,H7658,facebook,TRUE,TRUE
42110,11/15/2020 19:33,android,B001338,F22,I1394,LinkedIn,,
21823,11/15/2020 11:45,android,B001339,F0136,D553,YOUTUBE,TRUE,
31551,11/15/2020 15:47,android,B001385,F5986,B0726,LinkedIn,,
31508,11/15/2020 15:46,android,B001385,F5986,B13644,Google,,
44506,11/15/2020 20:14,android,B0015,B8390,H4902,Youtube,,
44392,11/15/2020 20:12,android,B0015,B8390,J3947,facebook,TRUE,TRUE
41745,11/15/2020 19:28,android,B001597,C5492,B5047,facebook,,TRUE
41810,11/15/2020 19:29,android,B001597,C5492,D0694,facebook,,TRUE
42968,11/15/2020 19:45,android,B00160,H9120,B13763,youtube,,
16273,11/15/2020 9:52,android,B001658,C4080,B0379,LinkedIn,TRUE,
31744,11/15/2020 15:51,android,B001725,B5923,B070,youtube,,
17796,11/15/2020 10:19,android,B001738,C835,H6052,Youtube,,
17724,11/15/2020 10:17,android,B001738,C835,H9290,YOUTUBE,,TRUE
3778,11/15/2020 1:09,android,B001740,I3853,B3552,Youtube,TRUE,
10903,11/15/2020 7:55,android,B001745,G7342,C0944,linkedin,TRUE,TRUE
10662,11/15/2020 7:48,android,B001745,G7342,D0425,google,,
10732,11/15/2020 7:50,android,B001745,G7342,D0425,linkedin,TRUE,TRUE
10747,11/15/2020 7:51,android,B001745,G7342,D0425,linkedin,TRUE,
10819,11/15/2020 7:53,android,B001745,G7342,D0425,youtube,,TRUE
14742,11/15/2020 9:22,android,B001778,D2906,B1986,facebook,TRUE,
14595,11/15/2020 9:19,android,B001778,D2906,F9680,youtube,TRUE,
14796,11/15/2020 9:23,android,B001778,D2906,F9680,Youtube,TRUE,TRUE
37826,11/15/2020 18:10,android,B001922,H1333,B06866,YOUTUBE,TRUE,TRUE
29571,11/15/2020 15:05,android,B001990,E8037,B10126,YOUTUBE,,
29608,11/15/2020 15:06,android,B001990,E8037,B10126,GOOGLE,,
29695,11/15/2020 15:08,android,B001990,E8037,B3552,google,TRUE,
29502,11/15/2020 15:04,android,B001990,E8037,D3676,Google,,
30768,11/15/2020 15:32,android,B001990,E8037,D3676,FACEBOOK,TRUE,TRUE
29849,11/15/2020 15:11,android,B001990,E8037,E3165,linkedin,TRUE,
29582,11/15/2020 15:05,android,B001990,E8037,H6156,facebook,,
29634,11/15/2020 15:06,android,B001990,E8037,H6156,facebook,,TRUE
29670,11/15/2020 15:07,android,B001990,E8037,H6156,linkedin,,TRUE
29677,11/15/2020 15:07,android,B001990,E8037,H6156,youtube,TRUE,
29852,11/15/2020 15:11,android,B001990,E8037,I3993,google,TRUE,
29957,11/15/2020 15:14,android,B001990,E8037,J9526,Google,TRUE,
43744,11/15/2020 19:59,android,B002022,H8569,B13763,youtube,,TRUE
29625,11/15/2020 15:06,android,B00204,D7247,G9585,youtube,TRUE,TRUE
40758,11/15/2020 19:10,android,B002056,I8630,B04035,youtube,,TRUE
22811,11/15/2020 12:06,android,B002063,F2331,D2390,LinkedIn,,TRUE
9531,11/15/2020 7:12,android,B002074,E2603,B27900,facebook,,
9712,11/15/2020 7:17,android,B002074,E2603,B27900,LinkedIn,TRUE,TRUE
9723,11/15/2020 7:17,android,B002074,E2603,B27900,google,TRUE,TRUE
9800,11/15/2020 7:20,android,B002074,E2603,B27900,Google,,TRUE
9977,11/15/2020 7:25,android,B002074,E2603,B27900,FACEBOOK,TRUE,TRUE
9359,11/15/2020 7:07,android,B002074,E2603,D3165,facebook,,TRUE
9495,11/15/2020 7:11,android,B002074,E2603,D3165,YOUTUBE,TRUE,
31785,11/15/2020 15:51,android,B002256,B0015,H2711,google,TRUE,TRUE
23087,11/15/2020 12:14,android,B00234,E9710,H5494,GOOGLE,TRUE,
23174,11/15/2020 12:16,android,B00234,E9710,H5494,Google,TRUE,TRUE
23079,11/15/2020 12:14,android,B002344,B5848,C8621,Youtube,,TRUE
23604,11/15/2020 12:28,android,B002344,B5848,C8621,linkedin,TRUE,TRUE
25842,11/15/2020 13:32,android,B002369,C3408,E1484,linkedin,,
43277,11/15/2020 19:51,android,B00247,C7550,E0482,LinkedIn,TRUE,TRUE
20473,11/15/2020 11:14,android,B002475,G5536,B5503,google,,TRUE
20169,11/15/2020 11:08,android,B002475,G5536,G1390,LinkedIn,,
20212,11/15/2020 11:09,android,B002475,G5536,G1390,facebook,TRUE,TRUE
15978,11/15/2020 9:47,android,B002575,C3180,D2475,YOUTUBE,TRUE,TRUE
11932,11/15/2020 8:23,android,B002576,C3019,B0379,LinkedIn,,
10949,11/15/2020 7:56,android,B002591,J0260,B10662,linkedin,,
10926,11/15/2020 7:56,android,B002591,J0260,I2387,Google,TRUE,
10979,11/15/2020 7:57,android,B002591,J0260,I2387,YOUTUBE,TRUE,
25465,11/15/2020 13:22,android,B002651,F9000,B18262,Google,TRUE,
26889,11/15/2020 13:58,android,B002656,F7527,E1522,Youtube,,
27037,11/15/2020 14:01,android,B002656,F7527,E1522,linkedin,TRUE,
6789,11/15/2020 4:03,android,B00266,E9468,E9810,Youtube,TRUE,TRUE
6764,11/15/2020 4:01,android,B00266,E9468,F4868,linkedin,,
6762,11/15/2020 4:01,android,B00266,E9468,G0164,youtube,TRUE,
43825,11/15/2020 20:00,android,B002682,H8270,B13763,GOOGLE,,
43917,11/15/2020 20:02,android,B002682,H8270,C9726,Google,,
43846,11/15/2020 20:01,android,B002682,H8270,G9585,LinkedIn,TRUE,
25398,11/15/2020 13:20,android,B00269,C3252,H1978,google,TRUE,TRUE
36437,11/15/2020 17:41,android,B002697,B3132,B4991,Youtube,TRUE,
4695,11/15/2020 1:36,android,B002709,H8467,E8662,Youtube,,
24403,11/15/2020 12:52,android,B002807,I3951,D5121,google,TRUE,
24061,11/15/2020 12:41,android,B002807,I3951,F2911,YOUTUBE,,TRUE
24509,11/15/2020 12:54,android,B002807,I3951,G2131,GOOGLE,,
21533,11/15/2020 11:39,android,B002975,B314,D1169,Google,TRUE,
21634,11/15/2020 11:41,android,B002975,B314,H5607,Google,,
15130,11/15/2020 9:31,android,B003089,C9824,B8736,GOOGLE,TRUE,TRUE
15199,11/15/2020 9:32,android,B003089,C9824,B8736,Youtube,,TRUE
39061,11/15/2020 18:34,android,B003091,E0733,E436,Google,TRUE,
18989,11/15/2020 10:42,android,B003196,I1929,B12842,Google,TRUE,TRUE
1474,11/15/2020 0:22,android,B003230,G8099,B10374,linkedin,,TRUE
12425,11/15/2020 8:34,android,B003262,H6197,B22033,GOOGLE,TRUE,TRUE
12668,11/15/2020 8:41,android,B003262,H6197,B22033,FACEBOOK,TRUE,
44551,11/15/2020 20:15,android,B003377,G7428,F4793,GOOGLE,TRUE,TRUE
44599,11/15/2020 20:16,android,B003377,G7428,I6377,linkedin,,
40659,11/15/2020 19:08,android,B003399,E9665,B13763,linkedin,,
28461,11/15/2020 14:39,android,B003465,I1746,E6627,google,TRUE,TRUE
41211,11/15/2020 19:18,android,B003483,B3672,I7438,youtube,,
6747,11/15/2020 3:59,android,B00352,J1308,B7251,Google,TRUE,
6748,11/15/2020 3:59,android,B00352,J1308,D5448,google,TRUE,
6724,11/15/2020 3:57,android,B00352,J1308,E2287,google,TRUE,TRUE
6736,11/15/2020 3:58,android,B00352,J1308,E2287,LinkedIn,,
6737,11/15/2020 3:58,android,B00352,J1308,E2287,Google,TRUE,
6717,11/15/2020 3:57,android,B00352,J1308,G2775,Google,TRUE,TRUE
25343,11/15/2020 13:18,android,B003521,C8351,D1653,google,TRUE,TRUE
25421,11/15/2020 13:20,android,B003521,C8351,G6341,youtube,,TRUE
25592,11/15/2020 13:26,android,B003521,C8351,G6341,FACEBOOK,,TRUE
25603,11/15/2020 13:26,android,B003521,C8351,G6341,FACEBOOK,,TRUE
25431,11/15/2020 13:21,android,B003521,C8351,I0017,Youtube,,
25325,11/15/2020 13:17,android,B003521,C8351,I2940,Google,,
25390,11/15/2020 13:19,android,B003521,C8351,I2940,YOUTUBE,,TRUE
4925,11/15/2020 1:46,android,B003641,H8496,B20956,Youtube,TRUE,
4938,11/15/2020 1:47,android,B003641,H8496,B31259,Google,TRUE,TRUE
38701,11/15/2020 18:26,android,B003855,E8726,B27603,google,,
44421,11/15/2020 20:12,android,B003881,B1923,B16647,Google,TRUE,TRUE
11117,11/15/2020 8:00,android,B003910,E9814,C9989,youtube,TRUE,TRUE
11689,11/15/2020 8:15,android,B003910,E9814,C9989,linkedin,,TRUE
11692,11/15/2020 8:15,android,B003910,E9814,C9989,LinkedIn,TRUE,
39848,11/15/2020 18:51,android,B004021,F7815,F0045,GOOGLE,TRUE,TRUE
10675,11/15/2020 7:49,android,B004297,J0075,C4133,Google,TRUE,
10567,11/15/2020 7:45,android,B004297,J0075,D4669,facebook,,TRUE
26820,11/15/2020 13:56,android,B004397,H3482,B3552,youtube,TRUE,TRUE
45688,11/15/2020 20:36,android,B004426,E0699,B19030,facebook,TRUE,
45600,11/15/2020 20:34,android,B004426,E0699,G0507,Google,,
6169,11/15/2020 3:02,android,B004436,E1957,B11376,GOOGLE,,
7752,11/15/2020 5:44,android,B00445,E2611,I860,Google,TRUE,
38874,11/15/2020 18:30,android,B004525,C8141,B06866,linkedin,,TRUE
25632,11/15/2020 13:26,android,B004551,F4906,B25684,FACEBOOK,,TRUE
26471,11/15/2020 13:47,android,B004551,F4906,B25684,YOUTUBE,TRUE,
25535,11/15/2020 13:24,android,B004551,F4906,D4443,FACEBOOK,,TRUE
25556,11/15/2020 13:25,android,B004551,F4906,E2490,facebook,,TRUE
26462,11/15/2020 13:47,android,B004551,F4906,E2490,Google,TRUE,TRUE
26474,11/15/2020 13:47,android,B004551,F4906,E2490,Google,,TRUE
25554,11/15/2020 13:25,android,B004551,F4906,H6224,linkedin,,
44872,11/15/2020 20:22,android,B004575,I9087,B2069,linkedin,TRUE,
45016,11/15/2020 20:24,android,B00459,F5746,G5969,LinkedIn,TRUE,TRUE
20905,11/15/2020 11:25,android,B004597,I0662,B11376,google,TRUE,
21133,11/15/2020 11:30,android,B004597,I0662,B11376,linkedin,,
21142,11/15/2020 11:30,android,B004597,I0662,B11376,GOOGLE,,TRUE
22333,11/15/2020 11:56,android,B004597,I0662,B11376,youtube,TRUE,
22355,11/15/2020 11:57,android,B004597,I0662,B11376,GOOGLE,TRUE,
305,11/15/2020 0:04,android,B004608,G7493,B04882,GOOGLE,TRUE,TRUE
180,11/15/2020 0:02,android,B004608,G7493,B17617,facebook,,
706,11/15/2020 0:10,android,B004608,G7493,B339,youtube,TRUE,TRUE
45,11/15/2020 0:00,android,B004608,G7493,F5196,GOOGLE,TRUE,TRUE
174,11/15/2020 0:02,android,B004608,G7493,H8960,youtube,,TRUE
11621,11/15/2020 8:13,android,B00478,B8312,B5757,YOUTUBE,TRUE,TRUE
11541,11/15/2020 8:11,android,B00478,B8312,C8034,Google,TRUE,TRUE
11887,11/15/2020 8:21,android,B00478,B8312,I3926,Google,,
12876,11/15/2020 8:45,android,B00478,B8312,I3926,Google,TRUE,TRUE
11405,11/15/2020 8:08,android,B00478,B8312,J4141,GOOGLE,,TRUE
42349,11/15/2020 19:37,android,B004853,B1689,B13763,youtube,TRUE,TRUE
31572,11/15/2020 15:47,android,B004886,B4835,D7011,YOUTUBE,TRUE,TRUE
31633,11/15/2020 15:48,android,B004886,B4835,D7011,facebook,TRUE,TRUE
22696,11/15/2020 12:04,android,B004910,D2069,B13763,facebook,,TRUE
22761,11/15/2020 12:05,android,B004910,D2069,B18403,Youtube,TRUE,
22795,11/15/2020 12:06,android,B004910,D2069,C6913,FACEBOOK,TRUE,
22683,11/15/2020 12:03,android,B004910,D2069,E2344,Youtube,,
22224,11/15/2020 11:54,android,B004910,D2069,E6627,FACEBOOK,TRUE,
22646,11/15/2020 12:03,android,B004910,D2069,E6627,Google,TRUE,TRUE
22879,11/15/2020 12:08,android,B004910,D2069,F1352,youtube,,TRUE
38758,11/15/2020 18:28,android,B004928,G2976,E5537,LinkedIn,,
10896,11/15/2020 7:55,android,B005003,G4289,B04426,youtube,TRUE,TRUE
11554,11/15/2020 8:11,android,B005003,G4289,B06252,google,TRUE,
12224,11/15/2020 8:30,android,B005003,G4289,B3850,youtube,TRUE,TRUE
10683,11/15/2020 7:49,android,B005003,G4289,D2770,google,TRUE,
10823,11/15/2020 7:53,android,B005003,G4289,D2770,GOOGLE,TRUE,TRUE
11993,11/15/2020 8:24,android,B005003,G4289,D2770,YOUTUBE,,TRUE
12313,11/15/2020 8:32,android,B005003,G4289,D2770,facebook,,TRUE
12530,11/15/2020 8:37,android,B005003,G4289,D2770,facebook,TRUE,TRUE
12621,11/15/2020 8:39,android,B005003,G4289,D2770,LinkedIn,TRUE,TRUE
12770,11/15/2020 8:43,android,B005003,G4289,D2770,Google,,
12967,11/15/2020 8:47,android,B005003,G4289,D2770,GOOGLE,,
10775,11/15/2020 7:52,android,B005003,G4289,D8708,Google,,TRUE
12401,11/15/2020 8:34,android,B005003,G4289,D8708,facebook,,
10720,11/15/2020 7:50,android,B005003,G4289,E0192,Youtube,TRUE,TRUE
12057,11/15/2020 8:26,android,B005003,G4289,E2052,Youtube,TRUE,TRUE
10976,11/15/2020 7:57,android,B005003,G4289,F1723,GOOGLE,TRUE,TRUE
11670,11/15/2020 8:15,android,B005003,G4289,F1723,LinkedIn,TRUE,TRUE
12209,11/15/2020 8:30,android,B005003,G4289,F1723,youtube,TRUE,
12389,11/15/2020 8:34,android,B005003,G4289,F1723,google,,
12549,11/15/2020 8:38,android,B005003,G4289,F1723,Google,,TRUE
12926,11/15/2020 8:46,android,B005003,G4289,F1723,FACEBOOK,,TRUE
12854,11/15/2020 8:44,android,B005003,G4289,F2440,LinkedIn,TRUE,
10778,11/15/2020 7:52,android,B005003,G4289,G6677,LinkedIn,,TRUE
11026,11/15/2020 7:58,android,B005003,G4289,G6677,youtube,,
11966,11/15/2020 8:23,android,B005003,G4289,G6677,facebook,TRUE,TRUE
12765,11/15/2020 8:43,android,B005003,G4289,H9222,Youtube,TRUE,TRUE
10840,11/15/2020 7:54,android,B005003,G4289,J1860,linkedin,TRUE,
11422,11/15/2020 8:08,android,B005003,G4289,J5113,GOOGLE,TRUE,TRUE
11508,11/15/2020 8:10,android,B005003,G4289,J5113,GOOGLE,,
11710,11/15/2020 8:16,android,B005003,G4289,J5113,Youtube,,
11642,11/15/2020 8:14,android,B005060,B2412,F9365,linkedin,TRUE,TRUE
37714,11/15/2020 18:08,android,B005093,F8161,B10399,FACEBOOK,,TRUE
37781,11/15/2020 18:09,android,B005093,F8161,C3356,YOUTUBE,,
37843,11/15/2020 18:10,android,B005093,F8161,C3356,LinkedIn,,TRUE
37905,11/15/2020 18:11,android,B005093,F8161,F806,LinkedIn,TRUE,TRUE
37917,11/15/2020 18:11,android,B005093,F8161,H5317,google,,TRUE
37947,11/15/2020 18:12,android,B005093,F8161,H5317,Youtube,,TRUE
40398,11/15/2020 19:03,android,B005109,B4337,B30934,facebook,,TRUE
11659,11/15/2020 8:14,android,B005114,I7689,B5028,linkedin,TRUE,
11673,11/15/2020 8:15,android,B005114,I7689,B5028,Google,TRUE,TRUE
11730,11/15/2020 8:16,android,B005114,I7689,B5028,Google,TRUE,TRUE
11818,11/15/2020 8:19,android,B005114,I7689,I8223,google,,TRUE
20759,11/15/2020 11:21,android,B00513,G2543,J9981,facebook,,
48200,11/15/2020 21:10,android,B005174,D9146,F6201,GOOGLE,TRUE,
20748,11/15/2020 11:21,android,B005209,H0458,B05734,Youtube,TRUE,TRUE
20979,11/15/2020 11:27,android,B005209,H0458,B05734,youtube,TRUE,TRUE
19983,11/15/2020 11:04,android,B005209,H0458,B10374,google,TRUE,
20306,11/15/2020 11:11,android,B005209,H0458,B7197,linkedin,,
20882,11/15/2020 11:24,android,B005209,H0458,B7197,GOOGLE,TRUE,TRUE
20025,11/15/2020 11:05,android,B005209,H0458,D1962,Google,TRUE,
20956,11/15/2020 11:26,android,B005209,H0458,E1919,YOUTUBE,TRUE,
20278,11/15/2020 11:10,android,B005209,H0458,G9789,youtube,,TRUE
20711,11/15/2020 11:20,android,B005209,H0458,H1399,Youtube,TRUE,
20953,11/15/2020 11:26,android,B005209,H0458,H1399,linkedin,TRUE,
20842,11/15/2020 11:23,android,B005209,H0458,H7732,Google,,
29856,11/15/2020 15:11,android,B005286,H7176,J5561,youtube,,TRUE
30704,11/15/2020 15:31,android,B005315,G3028,B27651,youtube,TRUE,
30780,11/15/2020 15:32,android,B005315,G3028,E0405,Google,,TRUE
31054,11/15/2020 15:38,android,B005315,G3028,E0405,linkedin,,
30658,11/15/2020 15:30,android,B005315,G3028,E1338,Youtube,,
30765,11/15/2020 15:32,android,B005315,G3028,F6209,LinkedIn,TRUE,
31022,11/15/2020 15:37,android,B005315,G3028,F9608,google,,TRUE
14731,11/15/2020 9:22,android,B005410,E8214,B0379,Google,TRUE,
28410,11/15/2020 14:38,android,B005436,C6607,F4177,facebook,TRUE,
9485,11/15/2020 7:11,android,B005454,F5227,B06072,youtube,TRUE,TRUE
9150,11/15/2020 6:59,android,B005454,F5227,B1350,GOOGLE,TRUE,TRUE
9454,11/15/2020 7:10,android,B005454,F5227,B16981,FACEBOOK,,
9280,11/15/2020 7:04,android,B005454,F5227,G0023,google,TRUE,
9212,11/15/2020 7:01,android,B005454,F5227,H1865,Google,TRUE,TRUE
9545,11/15/2020 7:13,android,B005454,F5227,J0949,Google,TRUE,TRUE
7337,11/15/2020 5:05,android,B005520,I7378,I4704,google,TRUE,
40685,11/15/2020 19:09,android,B005602,B3438,F1227,GOOGLE,TRUE,TRUE
13687,11/15/2020 9:03,android,B005607,I3734,B0379,linkedin,,
15189,11/15/2020 9:32,android,B005607,I3734,B0379,linkedin,,TRUE
15318,11/15/2020 9:34,android,B005607,I3734,B0379,YOUTUBE,TRUE,
15152,11/15/2020 9:31,android,B005607,I3734,I9373,google,TRUE,TRUE
15294,11/15/2020 9:34,android,B005607,I3734,I9373,google,,TRUE
15409,11/15/2020 9:36,android,B005607,I3734,I9373,youtube,,
15411,11/15/2020 9:36,android,B005607,I3734,I9373,google,,TRUE
15425,11/15/2020 9:36,android,B005607,I3734,I9373,FACEBOOK,TRUE,
15527,11/15/2020 9:38,android,B005607,I3734,I9373,GOOGLE,,
48532,11/15/2020 21:15,android,B005674,E2164,C4455,Youtube,TRUE,
14322,11/15/2020 9:14,android,B005759,H1135,B0379,facebook,TRUE,
14686,11/15/2020 9:21,android,B005759,H1135,I9373,YOUTUBE,TRUE,TRUE
5037,11/15/2020 1:51,android,B005809,C1696,B10969,google,,
5158,11/15/2020 1:56,android,B005809,C1696,B10969,youtube,,TRUE
5241,11/15/2020 2:00,android,B005809,C1696,B10969,linkedin,,TRUE
5299,11/15/2020 2:02,android,B005809,C1696,B18652,facebook,TRUE,
5201,11/15/2020 1:58,android,B005809,C1696,B22141,facebook,TRUE,TRUE
22695,11/15/2020 12:04,android,B005867,C3985,B22875,LinkedIn,TRUE,
22073,11/15/2020 11:50,android,B005867,C3985,D3633,google,,
22034,11/15/2020 11:49,android,B005867,C3985,I4704,LinkedIn,TRUE,TRUE
22738,11/15/2020 12:05,android,B005867,C3985,I4704,GOOGLE,TRUE,TRUE
5468,11/15/2020 2:11,android,B005957,G9686,B28663,LinkedIn,,TRUE
5430,11/15/2020 2:09,android,B005957,G9686,D0547,Google,,TRUE
5437,11/15/2020 2:10,android,B005957,G9686,D0547,GOOGLE,,
5236,11/15/2020 1:59,android,B005957,G9686,F9412,YOUTUBE,,
5251,11/15/2020 2:00,android,B005957,G9686,H5857,FACEBOOK,,
5317,11/15/2020 2:03,android,B005957,G9686,I5405,LinkedIn,TRUE,TRUE
5133,11/15/2020 1:55,android,B005957,G9686,J6832,GOOGLE,,
43459,11/15/2020 19:54,android,B005985,J1596,B0475,facebook,TRUE,
43072,11/15/2020 19:47,android,B005985,J1596,B13763,facebook,,TRUE
42000,11/15/2020 19:32,android,B005985,J1596,C8034,facebook,,
43400,11/15/2020 19:53,android,B005985,J1596,E7449,facebook,TRUE,
43235,11/15/2020 19:50,android,B005985,J1596,H2955,google,,TRUE
43613,11/15/2020 19:57,android,B005985,J1596,H4081,GOOGLE,,
42065,11/15/2020 19:33,android,B005985,J1596,H8603,YOUTUBE,TRUE,TRUE
42279,11/15/2020 19:36,android,B005985,J1596,H8603,facebook,TRUE,TRUE
42308,11/15/2020 19:36,android,B005985,J1596,I7438,LinkedIn,TRUE,
43578,11/15/2020 19:56,android,B005985,J1596,J4171,GOOGLE,TRUE,TRUE
44113,11/15/2020 20:06,android,B006030,F5704,B13763,GOOGLE,,TRUE
36273,11/15/2020 17:37,android,B006065,E1938,B25101,facebook,TRUE,TRUE
36258,11/15/2020 17:37,android,B006065,E1938,G8696,GOOGLE,,
36263,11/15/2020 17:37,android,B006065,E1938,G8696,GOOGLE,,TRUE
36352,11/15/2020 17:39,android,B006065,E1938,G8696,facebook,,TRUE
36387,11/15/2020 17:40,android,B006065,E1938,G8696,LinkedIn,TRUE,TRUE
15678,11/15/2020 9:42,android,B006066,F4150,C9726,Google,,TRUE
18125,11/15/2020 10:24,android,B006086,E7579,J1850,YOUTUBE,,TRUE
108,11/15/2020 0:01,android,B006135,C3832,C0595,LinkedIn,,TRUE
411,11/15/2020 0:05,android,B006135,C3832,C0595,YOUTUBE,,TRUE
27300,11/15/2020 14:08,android,B006224,E7430,F9680,linkedin,,
31765,11/15/2020 15:51,android,B006280,C8137,H9586,youtube,,TRUE
31991,11/15/2020 15:56,android,B006280,C8137,H9586,google,TRUE,
29546,11/15/2020 15:05,android,B006288,G4655,B03394,youtube,TRUE,TRUE
29617,11/15/2020 15:06,android,B006288,G4655,B03394,Google,,
29619,11/15/2020 15:06,android,B006288,G4655,B03394,FACEBOOK,,TRUE
29385,11/15/2020 15:01,android,B006288,G4655,B20814,YOUTUBE,TRUE,
29435,11/15/2020 15:02,android,B006288,G4655,B20814,GOOGLE,,TRUE
41786,11/15/2020 19:28,android,B006306,F3621,B13763,YOUTUBE,,
26101,11/15/2020 13:39,android,B00640,E2239,B14879,Google,,TRUE
26084,11/15/2020 13:38,android,B00640,E2239,H522,YOUTUBE,TRUE,TRUE
37846,11/15/2020 18:10,android,B006449,H3746,B13763,Youtube,TRUE,
37941,11/15/2020 18:12,android,B006449,H3746,C6012,YOUTUBE,TRUE,TRUE
37832,11/15/2020 18:10,android,B006449,H3746,F9495,Google,,TRUE
37838,11/15/2020 18:10,android,B006449,H3746,F9495,YOUTUBE,TRUE,
33525,11/15/2020 16:32,android,B006465,F9501,B1715,LinkedIn,TRUE,TRUE
33834,11/15/2020 16:39,android,B006465,F9501,B4752,LinkedIn,TRUE,TRUE
33849,11/15/2020 16:39,android,B006465,F9501,H3510,Youtube,TRUE,
